long,lat,order,hole,piece,id,group
-58.477115,-34.595115,1,FALSE,1,Agronomia,Agronomia.1
-58.477879,-34.597088,2,FALSE,1,Agronomia,Agronomia.1
-58.478347,-34.598342,3,FALSE,1,Agronomia,Agronomia.1
-58.47858,-34.598965,4,FALSE,1,Agronomia,Agronomia.1
-58.478831,-34.599671,5,FALSE,1,Agronomia,Agronomia.1
-58.479747,-34.599276,6,FALSE,1,Agronomia,Agronomia.1
-58.48078,-34.598831,7,FALSE,1,Agronomia,Agronomia.1
-58.482127,-34.598251,8,FALSE,1,Agronomia,Agronomia.1
-58.482843,-34.597943,9,FALSE,1,Agronomia,Agronomia.1
-58.482984,-34.597885,10,FALSE,1,Agronomia,Agronomia.1
-58.482999,-34.597881,11,FALSE,1,Agronomia,Agronomia.1
-58.483288,-34.597795,12,FALSE,1,Agronomia,Agronomia.1
-58.483456,-34.597758,13,FALSE,1,Agronomia,Agronomia.1
-58.483462,-34.597757,14,FALSE,1,Agronomia,Agronomia.1
-58.484853,-34.597635,15,FALSE,1,Agronomia,Agronomia.1
-58.485181,-34.597607000000004,16,FALSE,1,Agronomia,Agronomia.1
-58.48613,-34.597537,17,FALSE,1,Agronomia,Agronomia.1
-58.486486,-34.597511,18,FALSE,1,Agronomia,Agronomia.1
-58.48668,-34.597497,19,FALSE,1,Agronomia,Agronomia.1
-58.487143,-34.597463,20,FALSE,1,Agronomia,Agronomia.1
-58.487353,-34.597447,21,FALSE,1,Agronomia,Agronomia.1
-58.487798,-34.597416,22,FALSE,1,Agronomia,Agronomia.1
-58.487824,-34.597414,23,FALSE,1,Agronomia,Agronomia.1
-58.488544,-34.597364,24,FALSE,1,Agronomia,Agronomia.1
-58.489526,-34.597296,25,FALSE,1,Agronomia,Agronomia.1
-58.490185,-34.59725,26,FALSE,1,Agronomia,Agronomia.1
-58.491217,-34.597181,27,FALSE,1,Agronomia,Agronomia.1
-58.492489,-34.597095,28,FALSE,1,Agronomia,Agronomia.1
-58.492819,-34.597073,29,FALSE,1,Agronomia,Agronomia.1
-58.492908,-34.597067,30,FALSE,1,Agronomia,Agronomia.1
-58.493417,-34.597033,31,FALSE,1,Agronomia,Agronomia.1
-58.494715,-34.596948,32,FALSE,1,Agronomia,Agronomia.1
-58.496784,-34.596811,33,FALSE,1,Agronomia,Agronomia.1
-58.497127,-34.596788,34,FALSE,1,Agronomia,Agronomia.1
-58.497174,-34.596817,35,FALSE,1,Agronomia,Agronomia.1
-58.498384,-34.596368,36,FALSE,1,Agronomia,Agronomia.1
-58.49955,-34.595934,37,FALSE,1,Agronomia,Agronomia.1
-58.499633,-34.595903,38,FALSE,1,Agronomia,Agronomia.1
-58.499786,-34.595846,39,FALSE,1,Agronomia,Agronomia.1
-58.500125,-34.59572,40,FALSE,1,Agronomia,Agronomia.1
-58.500709,-34.595503,41,FALSE,1,Agronomia,Agronomia.1
-58.501792,-34.595101,42,FALSE,1,Agronomia,Agronomia.1
-58.502756,-34.594742,43,FALSE,1,Agronomia,Agronomia.1
-58.502875,-34.594698,44,FALSE,1,Agronomia,Agronomia.1
-58.503179,-34.594582,45,FALSE,1,Agronomia,Agronomia.1
-58.503542,-34.59445,46,FALSE,1,Agronomia,Agronomia.1
-58.503082,-34.594382,47,FALSE,1,Agronomia,Agronomia.1
-58.503471,-34.593954,48,FALSE,1,Agronomia,Agronomia.1
-58.50331,-34.593856,49,FALSE,1,Agronomia,Agronomia.1
-58.502141,-34.593133,50,FALSE,1,Agronomia,Agronomia.1
-58.501927,-34.593001,51,FALSE,1,Agronomia,Agronomia.1
-58.500816,-34.592315,52,FALSE,1,Agronomia,Agronomia.1
-58.499486,-34.591494,53,FALSE,1,Agronomia,Agronomia.1
-58.498201,-34.590701,54,FALSE,1,Agronomia,Agronomia.1
-58.497065,-34.59,55,FALSE,1,Agronomia,Agronomia.1
-58.495927,-34.589297,56,FALSE,1,Agronomia,Agronomia.1
-58.495591,-34.589089,57,FALSE,1,Agronomia,Agronomia.1
-58.49536,-34.588946,58,FALSE,1,Agronomia,Agronomia.1
-58.494793,-34.588594,59,FALSE,1,Agronomia,Agronomia.1
-58.494224,-34.588241,60,FALSE,1,Agronomia,Agronomia.1
-58.49389,-34.588033,61,FALSE,1,Agronomia,Agronomia.1
-58.493663,-34.58789,62,FALSE,1,Agronomia,Agronomia.1
-58.492539,-34.587182,63,FALSE,1,Agronomia,Agronomia.1
-58.491969,-34.586823,64,FALSE,1,Agronomia,Agronomia.1
-58.491413,-34.586472,65,FALSE,1,Agronomia,Agronomia.1
-58.49085,-34.586117,66,FALSE,1,Agronomia,Agronomia.1
-58.490285,-34.585761,67,FALSE,1,Agronomia,Agronomia.1
-58.489559,-34.585303,68,FALSE,1,Agronomia,Agronomia.1
-58.488968,-34.58493,69,FALSE,1,Agronomia,Agronomia.1
-58.488793,-34.584818,70,FALSE,1,Agronomia,Agronomia.1
-58.488193,-34.585438,71,FALSE,1,Agronomia,Agronomia.1
-58.488086,-34.585551,72,FALSE,1,Agronomia,Agronomia.1
-58.487443,-34.586223,73,FALSE,1,Agronomia,Agronomia.1
-58.486893,-34.586797,74,FALSE,1,Agronomia,Agronomia.1
-58.486802,-34.586897,75,FALSE,1,Agronomia,Agronomia.1
-58.486695,-34.587014,76,FALSE,1,Agronomia,Agronomia.1
-58.486543,-34.587176,77,FALSE,1,Agronomia,Agronomia.1
-58.48644,-34.587285,78,FALSE,1,Agronomia,Agronomia.1
-58.486111,-34.587633,79,FALSE,1,Agronomia,Agronomia.1
-58.485561,-34.588216,80,FALSE,1,Agronomia,Agronomia.1
-58.48549,-34.588291,81,FALSE,1,Agronomia,Agronomia.1
-58.485434,-34.588351,82,FALSE,1,Agronomia,Agronomia.1
-58.485078,-34.588729,83,FALSE,1,Agronomia,Agronomia.1
-58.48471,-34.589119,84,FALSE,1,Agronomia,Agronomia.1
-58.484706,-34.58912,85,FALSE,1,Agronomia,Agronomia.1
-58.483988,-34.589372,86,FALSE,1,Agronomia,Agronomia.1
-58.48365,-34.589491,87,FALSE,1,Agronomia,Agronomia.1
-58.482501,-34.589892999999996,88,FALSE,1,Agronomia,Agronomia.1
-58.482012,-34.590064,89,FALSE,1,Agronomia,Agronomia.1
-58.481861,-34.590117,90,FALSE,1,Agronomia,Agronomia.1
-58.481457,-34.590246,91,FALSE,1,Agronomia,Agronomia.1
-58.481288,-34.5903,92,FALSE,1,Agronomia,Agronomia.1
-58.481182,-34.590329,93,FALSE,1,Agronomia,Agronomia.1
-58.480871,-34.590413,94,FALSE,1,Agronomia,Agronomia.1
-58.479545,-34.590751,95,FALSE,1,Agronomia,Agronomia.1
-58.478083,-34.591124,96,FALSE,1,Agronomia,Agronomia.1
-58.477825,-34.591189,97,FALSE,1,Agronomia,Agronomia.1
-58.477203,-34.591348000000004,98,FALSE,1,Agronomia,Agronomia.1
-58.476483,-34.591557,99,FALSE,1,Agronomia,Agronomia.1
-58.475889,-34.591723,100,FALSE,1,Agronomia,Agronomia.1
-58.475977,-34.591947,101,FALSE,1,Agronomia,Agronomia.1
-58.476036,-34.592094,102,FALSE,1,Agronomia,Agronomia.1
-58.476126,-34.592357,103,FALSE,1,Agronomia,Agronomia.1
-58.476206,-34.592585,104,FALSE,1,Agronomia,Agronomia.1
-58.476686,-34.593927,105,FALSE,1,Agronomia,Agronomia.1
-58.476709,-34.59399,106,FALSE,1,Agronomia,Agronomia.1
-58.476711,-34.593997,107,FALSE,1,Agronomia,Agronomia.1
-58.476903,-34.594527,108,FALSE,1,Agronomia,Agronomia.1
-58.477115,-34.595115,109,FALSE,1,Agronomia,Agronomia.1
-58.412872,-34.614115,110,FALSE,1,Almagro,Almagro.1
-58.412819,-34.615443,111,FALSE,1,Almagro,Almagro.1
-58.412756,-34.616629,112,FALSE,1,Almagro,Almagro.1
-58.41269,-34.618069,113,FALSE,1,Almagro,Almagro.1
-58.412685,-34.618276,114,FALSE,1,Almagro,Almagro.1
-58.412644,-34.619394,115,FALSE,1,Almagro,Almagro.1
-58.412638,-34.619582,116,FALSE,1,Almagro,Almagro.1
-58.412546,-34.620641,117,FALSE,1,Almagro,Almagro.1
-58.413826,-34.620751,118,FALSE,1,Almagro,Almagro.1
-58.415095,-34.620859,119,FALSE,1,Almagro,Almagro.1
-58.416105,-34.620946000000004,120,FALSE,1,Almagro,Almagro.1
-58.416107,-34.620946000000004,121,FALSE,1,Almagro,Almagro.1
-58.416512,-34.620976,122,FALSE,1,Almagro,Almagro.1
-58.418068,-34.621092,123,FALSE,1,Almagro,Almagro.1
-58.419428,-34.621192,124,FALSE,1,Almagro,Almagro.1
-58.42024,-34.621253,125,FALSE,1,Almagro,Almagro.1
-58.420499,-34.621271,126,FALSE,1,Almagro,Almagro.1
-58.420975,-34.621304,127,FALSE,1,Almagro,Almagro.1
-58.421451,-34.621339,128,FALSE,1,Almagro,Almagro.1
-58.422215,-34.621393,129,FALSE,1,Almagro,Almagro.1
-58.422244,-34.621395,130,FALSE,1,Almagro,Almagro.1
-58.423523,-34.621485,131,FALSE,1,Almagro,Almagro.1
-58.423703,-34.621504,132,FALSE,1,Almagro,Almagro.1
-58.423721,-34.621506,133,FALSE,1,Almagro,Almagro.1
-58.423745,-34.621509,134,FALSE,1,Almagro,Almagro.1
-58.424043,-34.62154,135,FALSE,1,Almagro,Almagro.1
-58.424057,-34.621542,136,FALSE,1,Almagro,Almagro.1
-58.424279,-34.621565,137,FALSE,1,Almagro,Almagro.1
-58.42429,-34.621566,138,FALSE,1,Almagro,Almagro.1
-58.425086,-34.621681,139,FALSE,1,Almagro,Almagro.1
-58.425165,-34.621693,140,FALSE,1,Almagro,Almagro.1
-58.426617,-34.621903,141,FALSE,1,Almagro,Almagro.1
-58.427797,-34.622073,142,FALSE,1,Almagro,Almagro.1
-58.427845,-34.621833,143,FALSE,1,Almagro,Almagro.1
-58.427943,-34.62133,144,FALSE,1,Almagro,Almagro.1
-58.42807,-34.620683,145,FALSE,1,Almagro,Almagro.1
-58.428279,-34.61962,146,FALSE,1,Almagro,Almagro.1
-58.428286,-34.619587,147,FALSE,1,Almagro,Almagro.1
-58.428319,-34.619424,148,FALSE,1,Almagro,Almagro.1
-58.428553,-34.618294,149,FALSE,1,Almagro,Almagro.1
-58.428589,-34.618118,150,FALSE,1,Almagro,Almagro.1
-58.42859,-34.618113,151,FALSE,1,Almagro,Almagro.1
-58.428795,-34.617186,152,FALSE,1,Almagro,Almagro.1
-58.429221,-34.615256,153,FALSE,1,Almagro,Almagro.1
-58.429254,-34.615105,154,FALSE,1,Almagro,Almagro.1
-58.43003,-34.615448,155,FALSE,1,Almagro,Almagro.1
-58.430087,-34.614014,156,FALSE,1,Almagro,Almagro.1
-58.430129,-34.613327,157,FALSE,1,Almagro,Almagro.1
-58.430234,-34.611897,158,FALSE,1,Almagro,Almagro.1
-58.430256,-34.611759,159,FALSE,1,Almagro,Almagro.1
-58.43032,-34.611128,160,FALSE,1,Almagro,Almagro.1
-58.430332,-34.610915,161,FALSE,1,Almagro,Almagro.1
-58.430372,-34.610171,162,FALSE,1,Almagro,Almagro.1
-58.430416,-34.609465,163,FALSE,1,Almagro,Almagro.1
-58.430476,-34.608725,164,FALSE,1,Almagro,Almagro.1
-58.430515,-34.608513,165,FALSE,1,Almagro,Almagro.1
-58.430551,-34.607918,166,FALSE,1,Almagro,Almagro.1
-58.430562,-34.607753,167,FALSE,1,Almagro,Almagro.1
-58.430608,-34.607046,168,FALSE,1,Almagro,Almagro.1
-58.430671,-34.605941,169,FALSE,1,Almagro,Almagro.1
-58.431531,-34.604943,170,FALSE,1,Almagro,Almagro.1
-58.432332,-34.603928,171,FALSE,1,Almagro,Almagro.1
-58.433336,-34.602673,172,FALSE,1,Almagro,Almagro.1
-58.433143,-34.602578,173,FALSE,1,Almagro,Almagro.1
-58.432242,-34.602133,174,FALSE,1,Almagro,Almagro.1
-58.4322,-34.602072,175,FALSE,1,Almagro,Almagro.1
-58.431874,-34.601697,176,FALSE,1,Almagro,Almagro.1
-58.431156,-34.600881,177,FALSE,1,Almagro,Almagro.1
-58.43104,-34.600749,178,FALSE,1,Almagro,Almagro.1
-58.430277,-34.599882,179,FALSE,1,Almagro,Almagro.1
-58.43019,-34.599804,180,FALSE,1,Almagro,Almagro.1
-58.430152,-34.59977,181,FALSE,1,Almagro,Almagro.1
-58.429648,-34.59932,182,FALSE,1,Almagro,Almagro.1
-58.429431,-34.599126,183,FALSE,1,Almagro,Almagro.1
-58.429222,-34.598999,184,FALSE,1,Almagro,Almagro.1
-58.429164,-34.598959,185,FALSE,1,Almagro,Almagro.1
-58.42855,-34.598672,186,FALSE,1,Almagro,Almagro.1
-58.42854,-34.598668,187,FALSE,1,Almagro,Almagro.1
-58.427989,-34.598423,188,FALSE,1,Almagro,Almagro.1
-58.427854,-34.598364,189,FALSE,1,Almagro,Almagro.1
-58.427775,-34.598328,190,FALSE,1,Almagro,Almagro.1
-58.426787,-34.597944,191,FALSE,1,Almagro,Almagro.1
-58.426567,-34.597915,192,FALSE,1,Almagro,Almagro.1
-58.426441,-34.597899,193,FALSE,1,Almagro,Almagro.1
-58.426305,-34.597882,194,FALSE,1,Almagro,Almagro.1
-58.424956,-34.597851,195,FALSE,1,Almagro,Almagro.1
-58.423755,-34.597827,196,FALSE,1,Almagro,Almagro.1
-58.423369,-34.597747,197,FALSE,1,Almagro,Almagro.1
-58.422843,-34.597712,198,FALSE,1,Almagro,Almagro.1
-58.422841,-34.597712,199,FALSE,1,Almagro,Almagro.1
-58.422746,-34.597714,200,FALSE,1,Almagro,Almagro.1
-58.42178,-34.597734,201,FALSE,1,Almagro,Almagro.1
-58.420637,-34.597754,202,FALSE,1,Almagro,Almagro.1
-58.420435,-34.597757,203,FALSE,1,Almagro,Almagro.1
-58.420165,-34.597763,204,FALSE,1,Almagro,Almagro.1
-58.419119,-34.597785,205,FALSE,1,Almagro,Almagro.1
-58.418943,-34.597789,206,FALSE,1,Almagro,Almagro.1
-58.418852,-34.597791,207,FALSE,1,Almagro,Almagro.1
-58.417468,-34.59782,208,FALSE,1,Almagro,Almagro.1
-58.417407,-34.597822,209,FALSE,1,Almagro,Almagro.1
-58.417402,-34.597822,210,FALSE,1,Almagro,Almagro.1
-58.417267,-34.597825,211,FALSE,1,Almagro,Almagro.1
-58.417265,-34.597825,212,FALSE,1,Almagro,Almagro.1
-58.416161,-34.597852,213,FALSE,1,Almagro,Almagro.1
-58.416003,-34.597854,214,FALSE,1,Almagro,Almagro.1
-58.415693,-34.597859,215,FALSE,1,Almagro,Almagro.1
-58.415665,-34.597859,216,FALSE,1,Almagro,Almagro.1
-58.41463,-34.597897,217,FALSE,1,Almagro,Almagro.1
-58.413255,-34.597948,218,FALSE,1,Almagro,Almagro.1
-58.412986,-34.597958,219,FALSE,1,Almagro,Almagro.1
-58.412093,-34.597993,220,FALSE,1,Almagro,Almagro.1
-58.412049,-34.597996,221,FALSE,1,Almagro,Almagro.1
-58.41199,-34.597999,222,FALSE,1,Almagro,Almagro.1
-58.411921,-34.598003,223,FALSE,1,Almagro,Almagro.1
-58.412127,-34.599296,224,FALSE,1,Almagro,Almagro.1
-58.412257,-34.600114,225,FALSE,1,Almagro,Almagro.1
-58.412281,-34.600243,226,FALSE,1,Almagro,Almagro.1
-58.412302,-34.600352,227,FALSE,1,Almagro,Almagro.1
-58.412594,-34.601601,228,FALSE,1,Almagro,Almagro.1
-58.412806,-34.602511,229,FALSE,1,Almagro,Almagro.1
-58.412975,-34.603234,230,FALSE,1,Almagro,Almagro.1
-58.413186,-34.604137,231,FALSE,1,Almagro,Almagro.1
-58.413224,-34.604302,232,FALSE,1,Almagro,Almagro.1
-58.413231,-34.604331,233,FALSE,1,Almagro,Almagro.1
-58.413415,-34.605118,234,FALSE,1,Almagro,Almagro.1
-58.413647,-34.606116,235,FALSE,1,Almagro,Almagro.1
-58.413911,-34.607246,236,FALSE,1,Almagro,Almagro.1
-58.413939,-34.607345,237,FALSE,1,Almagro,Almagro.1
-58.414101,-34.607906,238,FALSE,1,Almagro,Almagro.1
-58.414662,-34.608189,239,FALSE,1,Almagro,Almagro.1
-58.414624,-34.608845,240,FALSE,1,Almagro,Almagro.1
-58.414585,-34.609376,241,FALSE,1,Almagro,Almagro.1
-58.414469,-34.610736,242,FALSE,1,Almagro,Almagro.1
-58.414017,-34.61155,243,FALSE,1,Almagro,Almagro.1
-58.413564,-34.612364,244,FALSE,1,Almagro,Almagro.1
-58.413438,-34.612614,245,FALSE,1,Almagro,Almagro.1
-58.413316,-34.612854,246,FALSE,1,Almagro,Almagro.1
-58.413119,-34.613416,247,FALSE,1,Almagro,Almagro.1
-58.412872,-34.614115,248,FALSE,1,Almagro,Almagro.1
-58.411921,-34.598003,249,FALSE,1,Balvanera,Balvanera.1
-58.410297,-34.598092,250,FALSE,1,Balvanera,Balvanera.1
-58.409431,-34.598088,251,FALSE,1,Balvanera,Balvanera.1
-58.408724,-34.598078,252,FALSE,1,Balvanera,Balvanera.1
-58.408579,-34.598076,253,FALSE,1,Balvanera,Balvanera.1
-58.408151,-34.598068,254,FALSE,1,Balvanera,Balvanera.1
-58.408059,-34.598067,255,FALSE,1,Balvanera,Balvanera.1
-58.406629,-34.598045,256,FALSE,1,Balvanera,Balvanera.1
-58.405885,-34.598042,257,FALSE,1,Balvanera,Balvanera.1
-58.405589,-34.59804,258,FALSE,1,Balvanera,Balvanera.1
-58.404873,-34.598037,259,FALSE,1,Balvanera,Balvanera.1
-58.404735,-34.598036,260,FALSE,1,Balvanera,Balvanera.1
-58.40451,-34.598035,261,FALSE,1,Balvanera,Balvanera.1
-58.403724,-34.598454,262,FALSE,1,Balvanera,Balvanera.1
-58.403635,-34.598502,263,FALSE,1,Balvanera,Balvanera.1
-58.403448,-34.598602,264,FALSE,1,Balvanera,Balvanera.1
-58.403086,-34.598795,265,FALSE,1,Balvanera,Balvanera.1
-58.40254,-34.599087,266,FALSE,1,Balvanera,Balvanera.1
-58.402477,-34.59912,267,FALSE,1,Balvanera,Balvanera.1
-58.402011,-34.599369,268,FALSE,1,Balvanera,Balvanera.1
-58.401467,-34.599436,269,FALSE,1,Balvanera,Balvanera.1
-58.401211000000004,-34.599467,270,FALSE,1,Balvanera,Balvanera.1
-58.401073,-34.599484,271,FALSE,1,Balvanera,Balvanera.1
-58.401072,-34.599484,272,FALSE,1,Balvanera,Balvanera.1
-58.40048,-34.599555,273,FALSE,1,Balvanera,Balvanera.1
-58.399924,-34.599621,274,FALSE,1,Balvanera,Balvanera.1
-58.39878,-34.599753,275,FALSE,1,Balvanera,Balvanera.1
-58.398726,-34.59976,276,FALSE,1,Balvanera,Balvanera.1
-58.398658,-34.599758,277,FALSE,1,Balvanera,Balvanera.1
-58.397189,-34.59973,278,FALSE,1,Balvanera,Balvanera.1
-58.396643,-34.599719,279,FALSE,1,Balvanera,Balvanera.1
-58.39582,-34.599703,280,FALSE,1,Balvanera,Balvanera.1
-58.394715,-34.599681,281,FALSE,1,Balvanera,Balvanera.1
-58.394688,-34.599681,282,FALSE,1,Balvanera,Balvanera.1
-58.394399,-34.599673,283,FALSE,1,Balvanera,Balvanera.1
-58.393083,-34.59964,284,FALSE,1,Balvanera,Balvanera.1
-58.392934,-34.599636,285,FALSE,1,Balvanera,Balvanera.1
-58.392769,-34.600806,286,FALSE,1,Balvanera,Balvanera.1
-58.392751,-34.600935,287,FALSE,1,Balvanera,Balvanera.1
-58.392596,-34.601986,288,FALSE,1,Balvanera,Balvanera.1
-58.392576,-34.602117,289,FALSE,1,Balvanera,Balvanera.1
-58.39239,-34.603155,290,FALSE,1,Balvanera,Balvanera.1
-58.39229,-34.604435,291,FALSE,1,Balvanera,Balvanera.1
-58.392209,-34.605485,292,FALSE,1,Balvanera,Balvanera.1
-58.392197,-34.605646,293,FALSE,1,Balvanera,Balvanera.1
-58.392125,-34.606639,294,FALSE,1,Balvanera,Balvanera.1
-58.392115,-34.606788,295,FALSE,1,Balvanera,Balvanera.1
-58.392046,-34.607851,296,FALSE,1,Balvanera,Balvanera.1
-58.392037,-34.607986,297,FALSE,1,Balvanera,Balvanera.1
-58.391964,-34.609168,298,FALSE,1,Balvanera,Balvanera.1
-58.391955,-34.609287,299,FALSE,1,Balvanera,Balvanera.1
-58.391955,-34.609291,300,FALSE,1,Balvanera,Balvanera.1
-58.391878,-34.61034,301,FALSE,1,Balvanera,Balvanera.1
-58.391863,-34.610555,302,FALSE,1,Balvanera,Balvanera.1
-58.39181,-34.611279,303,FALSE,1,Balvanera,Balvanera.1
-58.391798,-34.611499,304,FALSE,1,Balvanera,Balvanera.1
-58.391789,-34.611668,305,FALSE,1,Balvanera,Balvanera.1
-58.391789,-34.61167,306,FALSE,1,Balvanera,Balvanera.1
-58.391789,-34.61167,307,FALSE,1,Balvanera,Balvanera.1
-58.39177,-34.612455,308,FALSE,1,Balvanera,Balvanera.1
-58.39176,-34.612662,309,FALSE,1,Balvanera,Balvanera.1
-58.391753,-34.612824,310,FALSE,1,Balvanera,Balvanera.1
-58.391713,-34.613824,311,FALSE,1,Balvanera,Balvanera.1
-58.391704,-34.614074,312,FALSE,1,Balvanera,Balvanera.1
-58.391688,-34.614664,313,FALSE,1,Balvanera,Balvanera.1
-58.391687,-34.614694,314,FALSE,1,Balvanera,Balvanera.1
-58.39168,-34.614916,315,FALSE,1,Balvanera,Balvanera.1
-58.391672,-34.61518,316,FALSE,1,Balvanera,Balvanera.1
-58.391664,-34.615511,317,FALSE,1,Balvanera,Balvanera.1
-58.391662,-34.615699,318,FALSE,1,Balvanera,Balvanera.1
-58.391661,-34.615834,319,FALSE,1,Balvanera,Balvanera.1
-58.391678,-34.616878,320,FALSE,1,Balvanera,Balvanera.1
-58.3917,-34.618158,321,FALSE,1,Balvanera,Balvanera.1
-58.392031,-34.618175,322,FALSE,1,Balvanera,Balvanera.1
-58.392296,-34.618188,323,FALSE,1,Balvanera,Balvanera.1
-58.393006,-34.618223,324,FALSE,1,Balvanera,Balvanera.1
-58.393202,-34.618233,325,FALSE,1,Balvanera,Balvanera.1
-58.394499,-34.618302,326,FALSE,1,Balvanera,Balvanera.1
-58.395993,-34.618381,327,FALSE,1,Balvanera,Balvanera.1
-58.397518,-34.618461,328,FALSE,1,Balvanera,Balvanera.1
-58.398966,-34.618538,329,FALSE,1,Balvanera,Balvanera.1
-58.399246,-34.618553,330,FALSE,1,Balvanera,Balvanera.1
-58.400042,-34.618603,331,FALSE,1,Balvanera,Balvanera.1
-58.400297,-34.618618,332,FALSE,1,Balvanera,Balvanera.1
-58.400983,-34.618666,333,FALSE,1,Balvanera,Balvanera.1
-58.402249,-34.618755,334,FALSE,1,Balvanera,Balvanera.1
-58.403516,-34.618839,335,FALSE,1,Balvanera,Balvanera.1
-58.405038,-34.619153,336,FALSE,1,Balvanera,Balvanera.1
-58.40639,-34.619432,337,FALSE,1,Balvanera,Balvanera.1
-58.407783,-34.619719,338,FALSE,1,Balvanera,Balvanera.1
-58.409255,-34.620022,339,FALSE,1,Balvanera,Balvanera.1
-58.410081,-34.620193,340,FALSE,1,Balvanera,Balvanera.1
-58.410522,-34.620283,341,FALSE,1,Balvanera,Balvanera.1
-58.410814,-34.620335,342,FALSE,1,Balvanera,Balvanera.1
-58.412546,-34.620641,343,FALSE,1,Balvanera,Balvanera.1
-58.412638,-34.619582,344,FALSE,1,Balvanera,Balvanera.1
-58.412644,-34.619394,345,FALSE,1,Balvanera,Balvanera.1
-58.412685,-34.618276,346,FALSE,1,Balvanera,Balvanera.1
-58.41269,-34.618069,347,FALSE,1,Balvanera,Balvanera.1
-58.412756,-34.616629,348,FALSE,1,Balvanera,Balvanera.1
-58.412819,-34.615443,349,FALSE,1,Balvanera,Balvanera.1
-58.412872,-34.614115,350,FALSE,1,Balvanera,Balvanera.1
-58.413119,-34.613416,351,FALSE,1,Balvanera,Balvanera.1
-58.413316,-34.612854,352,FALSE,1,Balvanera,Balvanera.1
-58.413438,-34.612614,353,FALSE,1,Balvanera,Balvanera.1
-58.413564,-34.612364,354,FALSE,1,Balvanera,Balvanera.1
-58.414017,-34.61155,355,FALSE,1,Balvanera,Balvanera.1
-58.414469,-34.610736,356,FALSE,1,Balvanera,Balvanera.1
-58.414585,-34.609376,357,FALSE,1,Balvanera,Balvanera.1
-58.414624,-34.608845,358,FALSE,1,Balvanera,Balvanera.1
-58.414662,-34.608189,359,FALSE,1,Balvanera,Balvanera.1
-58.414101,-34.607906,360,FALSE,1,Balvanera,Balvanera.1
-58.413939,-34.607345,361,FALSE,1,Balvanera,Balvanera.1
-58.413911,-34.607246,362,FALSE,1,Balvanera,Balvanera.1
-58.413647,-34.606116,363,FALSE,1,Balvanera,Balvanera.1
-58.413415,-34.605118,364,FALSE,1,Balvanera,Balvanera.1
-58.413231,-34.604331,365,FALSE,1,Balvanera,Balvanera.1
-58.413224,-34.604302,366,FALSE,1,Balvanera,Balvanera.1
-58.413186,-34.604137,367,FALSE,1,Balvanera,Balvanera.1
-58.412975,-34.603234,368,FALSE,1,Balvanera,Balvanera.1
-58.412806,-34.602511,369,FALSE,1,Balvanera,Balvanera.1
-58.412594,-34.601601,370,FALSE,1,Balvanera,Balvanera.1
-58.412302,-34.600352,371,FALSE,1,Balvanera,Balvanera.1
-58.412281,-34.600243,372,FALSE,1,Balvanera,Balvanera.1
-58.412257,-34.600114,373,FALSE,1,Balvanera,Balvanera.1
-58.412127,-34.599296,374,FALSE,1,Balvanera,Balvanera.1
-58.411921,-34.598003,375,FALSE,1,Balvanera,Balvanera.1
-58.370339,-34.632924,376,FALSE,1,Barracas,Barracas.1
-58.370283,-34.633388,377,FALSE,1,Barracas,Barracas.1
-58.370252,-34.63362,378,FALSE,1,Barracas,Barracas.1
-58.370234,-34.633752,379,FALSE,1,Barracas,Barracas.1
-58.37011,-34.634556,380,FALSE,1,Barracas,Barracas.1
-58.369955,-34.635563,381,FALSE,1,Barracas,Barracas.1
-58.369922,-34.635776,382,FALSE,1,Barracas,Barracas.1
-58.369808,-34.636508,383,FALSE,1,Barracas,Barracas.1
-58.369674,-34.637373,384,FALSE,1,Barracas,Barracas.1
-58.369627,-34.637676,385,FALSE,1,Barracas,Barracas.1
-58.369575,-34.638017,386,FALSE,1,Barracas,Barracas.1
-58.369535,-34.63827,387,FALSE,1,Barracas,Barracas.1
-58.369396,-34.63917,388,FALSE,1,Barracas,Barracas.1
-58.36936,-34.639402,389,FALSE,1,Barracas,Barracas.1
-58.369294,-34.639823,390,FALSE,1,Barracas,Barracas.1
-58.36925,-34.640114,391,FALSE,1,Barracas,Barracas.1
-58.369095,-34.641121,392,FALSE,1,Barracas,Barracas.1
-58.369064,-34.641319,393,FALSE,1,Barracas,Barracas.1
-58.36897,-34.641954,394,FALSE,1,Barracas,Barracas.1
-58.368827,-34.64292,395,FALSE,1,Barracas,Barracas.1
-58.368739,-34.643509,396,FALSE,1,Barracas,Barracas.1
-58.368696,-34.643814,397,FALSE,1,Barracas,Barracas.1
-58.36865,-34.644133,398,FALSE,1,Barracas,Barracas.1
-58.368586,-34.64454,399,FALSE,1,Barracas,Barracas.1
-58.368558,-34.644728,400,FALSE,1,Barracas,Barracas.1
-58.368526,-34.644944,401,FALSE,1,Barracas,Barracas.1
-58.368426,-34.64564,402,FALSE,1,Barracas,Barracas.1
-58.368396,-34.645848,403,FALSE,1,Barracas,Barracas.1
-58.368361,-34.646083,404,FALSE,1,Barracas,Barracas.1
-58.368341,-34.64622,405,FALSE,1,Barracas,Barracas.1
-58.368309000000004,-34.646437,406,FALSE,1,Barracas,Barracas.1
-58.368276,-34.646667,407,FALSE,1,Barracas,Barracas.1
-58.368177,-34.647332,408,FALSE,1,Barracas,Barracas.1
